"id","formula_masters_id","ppart_action","step_number","sub_number","pdetails","ptime","ptemp","paction_output","psts_check","remark","created_at","updated_at"
"2087","MF2409007","A","1","","ชั่ง▢RC000000 ลงในหม้อผสมใหญ่ และค่อย ๆ เติม Part A ทีละตัวได้แก่ ▢RC00O003, ▢RC00H004, ▢RC00A008 และ ▢RC00N003 ปั่นผสมที่ความเร็วรอบ 350-450 rpm จนเข้ากันเป็นเนื้อเดียว","10-15","-","สารละลายใส","","","2024-09-06 03:20:56","2024-09-06 03:30:00"
"2088","MF2409007","A+B","2","","เติม ▢RC00A014 ลงในข้อ1. ปั่นผสมที่ความเร็วรอบ 1200-1300 rpm จนเข้ากันเป็นเนื้อเดียว","20-25","-","เนื้อครีมเจลสีขาว","","","2024-09-06 03:22:14","2024-09-06 03:25:59"
"2089","MF2409007","A+B+C","3","","เติม ▢Part C ทีละตัว ได้แก่ ▢RC00I004 และ ▢RC00M013 ลงในข้อ2. ปั่นผสมที่ความเร็วรอบ 1300-1400 rpm จนเข้ากันเป็นเนื้อเดียว","45-50","-","เนื้อครีมเจลสีขาวทึบ","","","2024-09-06 03:25:26","2024-09-06 03:29:10"
"2090","MF2409007","A+B+C+D","4","","เติม ▢RC00S003 ลงในข้อ3. ปั่นผสมที่ความเร็วรอบ 1300-1400 rpm เป็นเวลา 5-10 นาทีจนเข้ากันเป็นเนื้อเดียว","5-10","-","เนื้อครีมเจลสีขาวทึบ","","","2024-09-06 03:26:43","2024-09-06 03:31:01"
"2091","MF2409007","A+B+C+D+E","5","","เติม ▢RCF00006 ลงในข้อ4. ปั่นผสมที่ความเร็วรอบ 1300-1400 rpm จนเข้ากันเป็นเนื้อเดียว","2-5","-","เนื้อครีมเจลสีขาวทึบ \npH 5-6 กลิ่น RCF00006 (Charming CA 7156)","","","2024-09-06 03:28:20","2024-09-06 03:30:45"
"2092","MF2409007","--","6","","ถ่ายลงถังแบ่ง Bulk แล้วปั่นผสมที่ความเร็วรอบ1200-1300 rpm เป็นเวลา 10-15 นาทีจนเข้ากันเป็นเนื้อเดียว","","","เนื้อครีมเจลสีขาวทึบ \npH 5-6 กลิ่น RCF00006 (Charming CA 7156)\n-","","","2024-09-06 03:31:20","2024-09-06 03:42:16"
"2093","MF2409008","A","1","","เตรียม part A โดยชั่งวัตถุดิบลำดับที่ 1 ▢RC000000 (น้ำอุณหภูมิห้อง) ลงในหม้อผสมเล็ก โปรยวัตถุดิบลำดับที่ 2 ▢RC00E003 และวัตถุดิบลำดับที่ 3 ▢RC00S012 ปั่นผสมที่ความเร็วรอบ 100-300 rpm ใช้หัวปั่นธรรมดา","1-5","-","ของเหลวใส","","","2024-09-20 09:29:53","2024-09-20 09:55:37"
"2094","MF2409008","A","2","","เติมวัตถุดิบลำดับที่ 4 ▢RC00V001 ลงในขั้นตอนที่ 1 ปั่นผสมที่ความเร็วรอบ 300-500 rpm","15-20","-","ของเหลวสีขาวขุ่น","","","2024-09-20 09:35:48","2024-09-20 09:37:31"
"2095","MF2409008","B","3","","เตรียม part B โดยให้ความร้อนวัตถุดิบลำดับที่ 5 ▢RC00C033,\nวัตถุดิบลำดับที่ 6 ▢RC00L005,\nวัตถุดิบลำดับที่ 7 ▢RC00U001 \nและวัตถุดิบลำดับที่ 8 ▢RC00U002  คนผสมด้วยไม้พาย","5-10","80-85","ของเหลวใส สีเหลือง","","","2024-09-20 09:37:33","2024-09-20 09:51:05"
"2096","MF2409008","B","4","","เตรียมหม้อผสมเล็ก เติมวัตถุดิบลำดับที่ 9 ▢RC00M035 และวัตถุดิบลำดับที่ 10 ▢RC00E010 ปั่นผสมที่ความเร็วรอบ 400-500 rpm ใช้หัวปั่นธรรมดา","1-5","-","เนื้อเจลสีน้ำตาล","","","2024-09-20 09:51:25","2024-09-20 09:56:39"
"2097","MF2409008","B","5","","นำ part B จากขั้นตอนที่ 3 เติมลงในขั้นตอนที่ 4 โดยค่อยๆแบ่งเททีละส่วนน้อยๆ พร้อมกับปั่นไปเรื่อยๆ เมื่อเข้ากันจึงเทส่วนถัดไป ทำซ้ำเรื่อยๆจนเทหมด ปั่นผสมที่ความเร็วรอบ 1000-1500 rpm ใช้หัวปั่นโฮโมตั้งแต่ขั้นตอนนี้เป็นต้นไป","10-15","-","ของเหลวสีน้ำตาลอ่อน เป็นเนื้อเดียวกัน","","","2024-09-20 09:56:40","2024-09-23 07:24:34"
"2098","MF2409008","B","6","","เติมวัตถุดิบลำดับที่ 11 ▢RC00A026, \nวัตถุดิบลำดับที่ 12 ▢RC00S046,\nวัตถุดิบลำดับที่ 13 ▢RC00S078 และ \nวัตถุดิบลำดับที่ 14 ▢RC00S061 \nลงในขั้นตอนที่ 5 ปั่นผสมที่ความเร็วรอบ 1000-1500 rpm\nเช็คดูความเนียนของเนื้อ ถ้ายังมีเม็ดสีน้ำตาลให้เพิ่มเวลาปั่น ก่อนโปรย RC00S061 ให้ปิดรอบปั่นแล้วโปรยให้หมดจึงเปิดรอบปั่น","40-50","-","ของเหลวสีน้ำตาลอ่อน เป็นเนื้อเดียวกัน","","","2024-09-20 10:12:11","2024-09-20 10:16:24"
"2099","MF2409008","A+B","7","","ผสม part A+B โดยค่อยๆเท ▢part A ทีละเหยือก ลงใน part B ปั่นผสมที่ความเร็วรอบ 1000-1500 rpm ปั่นจนเป็นเนื้อเดียวกันก่อนเติมส่วนถัดไป ใช้ความเร็วรอบคงที่ในการปั่น","15-25","-","ของเหลวสีขาว","","","2024-09-20 10:17:21","2024-09-20 10:21:23"
"2100","MF2409008","A+B+C","8","","ปิดรอบปั่นแล้วค่อยๆโปรยวัตถุดิบลำดับที่ 15 ▢RC00G012 ลงในขั้นตอนที่ 7 จนหมด จากนั้นเปิดรอบ ปั่นผสมที่ความเร็วรอบ 1000-1500 rpm","5-10","-","ของเหลวสีขาว","","","2024-09-20 10:51:35","2024-09-20 10:52:22"
"2101","MF2409008","A+B+C","9","","เติมวัตถุดิบลำดับที่ 16 ▢RC00S003, วัตถุดิบลำดับที่ 17 ▢RC00S075 ลงในขั้นตอนที่ 8 ปั่นผสมที่ความเร็วรอบ 1000-1500 rpm","1-5","-","ของเหลวสีขาว","","","2024-09-20 10:52:48","2024-09-20 10:54:21"
"2102","MF2409008","A+B+C","10","","เติมวัตถุดิบลำดับที่ 18 ▢RC00T022 ลงในขั้นตอนที่ 9 โดยเทผ่านตะแกรงด้ามสีขาว ปั่นผสมที่ความเร็วรอบ 1000-1500 rpm\n*ระวังไม่ให้วัตถุดิบส่วนที่แห้งและแข็งลงไปในหม้อ","10-15","-","ของเหลวสีขาว","","","2024-09-20 10:54:26","2024-09-20 10:56:29"
"2103","MF2409008","A+B+C","11","","เติมวัตถุดิบลำดับที่ 19 ▢RC00T031 ลงในขั้นตอนที่ 10 โดยเทผ่านตะแกรงด้ามสีขาว ปั่นผสมที่ความเร็วรอบ 1000-1500 rpm\n*ระวังไม่ให้วัตถุดิบส่วนที่แห้งและแข็งลงไปในหม้อ","10-15","-","ของเหลวสีขาว","","","2024-09-20 10:56:33","2024-09-20 10:57:05"
"2104","MF2409008","A+B+C","12","","เติมวัตถุดิบลำดับที่ 20 ▢RC00V008 ลงในขั้นตอนที่ 11 ปั่นผสมที่ความเร็วรอบ 1000-1500 rpm","1-5","-","ของเหลวสีขาว","","","2024-09-20 10:57:30","2024-09-20 10:58:10"
"2105","MF2410001","A","1","","ชั่งวัตถุดิบลำดับที่ 1 ▢ RC000000 ลงในหม้อผสมใหญ่ จากนั้นเติมวัตถุดิบลำดับที่ 2 ▢ RC00B012, วัตถุดิบลำดับที่ 3 ▢ RC00R007, วัตถุดิบลำดับที่ 4 ▢ RC00N003,วัตถุดิบลำดับที่ 5 ▢ RC00K024, วัตถุดิบลำดับที่ 6 ▢ RC00H015, วัตถุดิบลำดับที่ 7 ▢ RC00P014, วัตถุดิบลำดับที่ 8 ▢ RC00P006, วัตถุดิบลำดับที่ 9 ▢  RC00O018 ปั่นด้วยความเร็วรอบ 200-500 rpm ให้เข้ากัน","10-20","-","ของเหลวใส ไม่มีสี กลิ่นเฉพาะตัว","","","2024-10-02 06:55:20","2025-08-14 10:09:10"
"2106","MF2410001","A+B","2","","จากนั้นค่อยๆเติม Part B ทีละตัว  วัตถุดิบลำดับที่ 10 ▢ 	RC00C005, วัตถุดิบลำดับที่ 11 ▢ RC00C004, วัตถุดิบลำดับที่ 12 ▢ RC00B029 และวัตถุดิบลำดับที่ 13 ▢ RC00G020 ลงในขั้นตอนที่ 1 ปั่นด้วยความเร็วรอบ 200-500 rpm","5-10","-","ของเหลวใส-ขุ่นเล็กน้อย ไม่มีสี กลิ่นเฉพาะตัว","","","2024-10-02 07:05:46","2025-05-07 06:22:14"
"2107","MF2410001","A+B","3","","ค่อยๆเติมวัตถุดิบลำดับที่ 14 ▢ RMSNT00011 ลงในขั้นตอนที่ 2 ปั่นด้วยความเร็วรอบ 200-500 rpm ให้ละลายเข้ากันดี","10-15","-","ของเหลวใส-ขุ่นเล็กน้อย ไม่มีสี กลิ่นเฉพาะตัว","","","2024-10-02 07:13:18","2025-02-17 05:59:28"
"2108","MF2410002","A","1","","ชั่งวัตถุดิบลำดับที่ 1 ▢ RC000000 ลงในหม้อผสมใหญ่ จากนั้นเติมวัตถุดิบลำดับที่ 2 ▢ RC00R007, วัตถุดิบลำดับที่ 3 ▢ RC00W002, วัตถุดิบลำดับที่ 4 ▢ 	RC00O003,วัตถุดิบลำดับที่ 5 ▢ RC00H015, วัตถุดิบลำดับที่ 6 ▢ RC00C043 และวัตถุดิบลำดับที่ 7 ▢ RC00A013 ปั่นด้วยความเร็วรอบ 200-500 rpm ให้เข้ากัน","5-10","-","ของเหลวใส ไม่มีสี กลิ่นเฉพาะตัว","","","2024-10-02 07:43:52","2025-03-06 10:18:44"
